0.515380,0.391429,0.095803,-0.201018,-0.634382
0.491701,0.454520,0.107494,-0.116182,-0.396344
0.495634,0.419471,0.154938,-0.185887,-0.713513
0.494245,0.397525,0.111380,-0.167906,-0.684907
0.485394,0.463223,0.155176,-0.168263,-0.564790
0.485907,0.488300,0.144002,-0.209809,-0.683278
0.471657,0.427707,0.153683,-0.186412,-0.642394
0.485891,0.421230,0.171658,-0.239013,-0.791824
0.457965,0.438607,0.153166,-0.201459,-0.706937
0.463461,0.433353,0.140190,-0.189046,-0.700303
0.434735,0.571761,0.129003,0.018606,0.037514
0.449307,0.454475,0.182285,-0.187627,-0.688305
0.458377,0.414433,0.154922,-0.184360,-0.694987
0.437598,0.411589,0.186559,-0.224782,-0.822530
0.439906,0.426215,0.144582,-0.203480,-0.677079
0.430380,0.409417,0.175579,-0.199810,-0.781430
0.437767,0.361055,0.176359,-0.227583,-0.746676
0.427749,0.407787,0.181632,-0.215941,-0.747793
0.452074,0.389818,0.164661,-0.163427,-0.624285
0.437209,0.420691,0.172827,-0.159737,-0.612234
0.435637,0.424362,0.176154,-0.166915,-0.615971
0.443874,0.419298,0.171312,-0.176931,-0.640228
0.440292,0.393677,0.183736,-0.185924,-0.682867
0.437880,0.376831,0.176067,-0.230314,-0.770290
0.440744,0.400743,0.183926,-0.196252,-0.698732
0.437689,0.404330,0.172874,-0.210624,-0.707037
0.449085,0.444717,0.153112,-0.173880,-0.599356
0.451021,0.425041,0.156394,-0.148919,-0.576752
0.441816,0.436532,0.147726,-0.122619,-0.490443
0.462466,0.414081,0.150426,-0.161031,-0.605293
0.446771,0.485990,0.135495,-0.054785,-0.270226
0.459419,0.396089,0.175947,-0.212903,-0.755512
0.438460,0.501740,0.076768,-0.017834,-0.112892
0.429564,0.423731,0.124356,-0.179158,-0.593005
0.455806,0.432259,0.105394,-0.156850,-0.525934
0.437726,0.401597,0.147948,-0.219821,-0.731861
0.429686,0.401119,0.108606,-0.193156,-0.616370
0.423255,0.420962,0.144730,-0.191571,-0.643955
0.436170,0.402497,0.124125,-0.173634,-0.614085
0.446323,0.487569,0.124289,-0.107598,-0.344213
0.452466,0.431206,0.124175,-0.147447,-0.536509
0.436589,0.453349,0.116357,-0.113162,-0.418743
0.421719,0.375637,0.096913,-0.212181,-0.645575
0.456843,0.406026,0.121101,-0.208918,-0.685559
0.432434,0.431730,0.138025,-0.181834,-0.613890
0.427901,0.435261,0.135277,-0.182405,-0.626311
0.442449,0.450332,0.119755,-0.166040,-0.534431
0.434576,0.412717,0.149063,-0.192141,-0.654189
0.432143,0.420088,0.137680,-0.212658,-0.704346
0.464964,0.420722,0.129908,-0.192682,-0.644882
0.428434,0.444187,0.134293,-0.164149,-0.543889
0.447798,0.400638,0.140191,-0.225140,-0.718091
0.447556,0.438698,0.115849,-0.147692,-0.493641
0.415101,0.419875,0.128521,-0.166383,-0.586675
0.443825,0.407896,0.127789,-0.187826,-0.631913
0.430450,0.423241,0.148349,-0.207065,-0.662888
0.428408,0.400298,0.135203,-0.206654,-0.686643
0.429807,0.418801,0.132355,-0.190492,-0.649362
0.434308,0.448429,0.120286,-0.162334,-0.516002
0.433194,0.414479,0.145942,-0.204991,-0.656516
0.415041,0.402617,0.140264,-0.187245,-0.658511
0.422886,0.393508,0.151557,-0.232088,-0.764581
0.429309,0.374735,0.113379,-0.218776,-0.687704
0.422296,0.411969,0.167606,-0.209214,-0.688743
0.433008,0.378780,0.082062,-0.174514,-0.613791
0.439316,0.396746,0.124629,-0.225063,-0.737444
0.457570,0.399759,0.108570,-0.192211,-0.662736
0.452062,0.433167,0.100277,-0.134315,-0.536574
0.438783,0.452317,0.094057,-0.123946,-0.514524
0.377891,0.443660,0.147124,-0.147076,-0.693931
0.454057,0.431945,0.096624,-0.136689,-0.556153
0.443848,0.443093,0.071307,-0.096652,-0.415308
0.458483,0.427247,0.100521,-0.140557,-0.536047
0.437475,0.402279,0.096383,-0.168131,-0.644209
0.447064,0.425825,0.093484,-0.172433,-0.588355
0.454691,0.409440,0.116612,-0.191269,-0.642961
0.436957,0.392512,0.107452,-0.184543,-0.704455
0.447569,0.380891,0.111776,-0.180661,-0.692843
0.440103,0.449766,0.081622,-0.098748,-0.436748
0.456950,0.424499,0.107066,-0.140247,-0.559723
0.475519,0.423343,0.107872,-0.140044,-0.555079
0.449152,0.409330,0.130354,-0.192901,-0.634488
0.453026,0.413379,0.093801,-0.152142,-0.542738
0.447659,0.421507,0.133239,-0.179500,-0.630221
0.438396,0.369923,0.110737,-0.236482,-0.806304
0.432568,0.418372,0.107055,-0.157663,-0.598421
0.452049,0.411827,0.112350,-0.182165,-0.668808
0.444239,0.419217,0.103726,-0.157250,-0.607122
0.451267,0.440984,0.116737,-0.132566,-0.520364
0.448046,0.441203,0.108482,-0.136643,-0.542816
0.464055,0.434416,0.091643,-0.117462,-0.480145
0.464835,0.459607,0.098326,-0.122142,-0.398600
0.455084,0.411158,0.108422,-0.182049,-0.659156
0.452781,0.430871,0.092364,-0.113862,-0.487237
0.440681,0.412702,0.100118,-0.202544,-0.671583
0.444010,0.426058,0.094178,-0.133320,-0.566259
0.462869,0.469034,0.079112,-0.146349,-0.516468
0.479659,0.477362,0.075109,-0.097350,-0.323297
0.460554,0.507254,0.083104,-0.041905,-0.266900
0.469013,0.415142,0.114507,-0.138435,-0.533418
0.454403,0.385270,0.091012,-0.152860,-0.610983
0.361515,0.432789,0.126560,-0.124752,-0.639660
0.444878,0.374032,0.117436,-0.222375,-0.762591
0.438234,0.412317,0.061889,-0.134323,-0.531341
0.440528,0.437295,0.100540,-0.133980,-0.513022
0.460159,0.410153,0.127421,-0.180389,-0.662828
0.459653,0.401655,0.081454,-0.163330,-0.638816
0.454360,0.543630,0.069262,0.031617,-0.034004
0.449624,0.461120,0.120489,-0.118742,-0.519448
0.452908,0.394011,0.090870,-0.158850,-0.670690
0.457310,0.446870,0.083588,-0.104552,-0.415846
0.428857,0.426451,0.089886,-0.161652,-0.602242
0.477996,0.399277,0.083874,-0.178735,-0.647031
0.443679,0.582161,0.056921,0.063350,0.073217
0.455045,0.450254,0.091896,-0.165600,-0.597263
0.478190,0.454730,0.054702,-0.023566,-0.267258
0.462280,0.478995,0.093716,-0.078249,-0.388541
