0.562579,0.039871,0.105942,-0.069644,0.169291,0.125556,0.253637,0.655857,-0.098867,-0.036484,0.314945,0.145552,-0.217061,-0.237371,-0.131204,-0.538842,0.165605,0.547536,0.491124,0.589265
0.563650,0.027112,0.089374,-0.070243,0.149830,0.151169,0.289873,0.666495,-0.092093,-0.004855,0.324005,0.158421,-0.191362,-0.244491,-0.138384,-0.547877,0.148118,0.565601,0.522912,0.618296
0.518207,0.338776,0.096545,0.071872,0.138889,0.022047,0.310048,0.835073,-0.147433,-0.210113,0.301341,0.061257,-0.469251,-0.308428,0.012333,-0.650478,0.244521,0.593497,0.468072,0.465311
0.540252,0.276846,0.113244,0.014927,0.132051,0.048871,0.313328,0.806731,-0.151434,-0.156892,0.330271,0.087331,-0.407485,-0.265183,-0.035895,-0.633502,0.235920,0.646991,0.466558,0.524491
0.592418,0.212260,0.049686,0.011108,0.113963,0.086668,0.294377,0.776049,-0.144964,-0.084418,0.372375,0.088645,-0.346490,-0.239591,-0.102033,-0.570321,0.211763,0.662508,0.563563,0.595411
0.516601,0.264193,0.038223,0.134050,0.089529,0.041816,0.287143,0.796024,-0.152283,-0.187957,0.373285,0.042697,-0.468541,-0.340787,-0.026574,-0.602386,0.146642,0.615473,0.494605,0.553425
0.582152,0.150385,0.061933,-0.019482,0.111007,0.097305,0.267291,0.762114,-0.149650,-0.064277,0.391465,0.096506,-0.297447,-0.236256,-0.127061,-0.574404,0.181081,0.667665,0.550216,0.636415
0.583814,0.152592,0.046870,-0.026901,0.106127,0.121062,0.283162,0.754726,-0.148374,-0.052903,0.377917,0.091549,-0.296442,-0.246349,-0.136397,-0.572479,0.182974,0.653986,0.571688,0.626977
0.559231,0.277417,0.037414,-0.017412,0.138916,0.096619,0.264833,0.797786,-0.150288,-0.094370,0.323577,0.116075,-0.382268,-0.302809,-0.082810,-0.604658,0.185923,0.652657,0.521130,0.604235
0.574076,0.183822,0.037208,-0.069811,0.122821,0.138877,0.276688,0.738922,-0.154822,-0.019762,0.335765,0.147885,-0.293016,-0.287795,-0.134531,-0.587036,0.164367,0.682477,0.535191,0.642432
0.569788,0.184217,0.032696,-0.056751,0.130633,0.130879,0.274093,0.742203,-0.140707,-0.024658,0.363670,0.163566,-0.294176,-0.297091,-0.148179,-0.569600,0.158338,0.666398,0.549013,0.680178
0.560793,0.358100,0.039710,0.031677,0.125886,0.035374,0.275806,0.855178,-0.156013,-0.154625,0.301079,0.082775,-0.476314,-0.322055,-0.035234,-0.630097,0.224397,0.657437,0.475457,0.543196
0.577319,0.258084,0.046767,-0.034105,0.150583,0.083730,0.267671,0.803877,-0.139309,-0.087719,0.336565,0.126510,-0.361057,-0.283956,-0.106050,-0.609110,0.187255,0.676910,0.510114,0.624758
0.575001,0.396763,0.034767,0.040592,0.120683,0.017956,0.286599,0.893748,-0.166213,-0.189110,0.300857,0.068791,-0.508003,-0.322485,-0.010286,-0.650262,0.245812,0.667968,0.480032,0.542829
0.552192,0.405935,0.033564,0.060545,0.122223,0.022285,0.276421,0.881923,-0.178305,-0.182055,0.317210,0.065894,-0.514304,-0.320887,-0.012233,-0.638407,0.226579,0.645613,0.485130,0.536407
0.559205,0.279789,0.057921,0.004992,0.129224,0.053036,0.263710,0.825759,-0.170249,-0.110817,0.334584,0.111232,-0.405898,-0.286654,-0.057595,-0.616888,0.191041,0.679286,0.516377,0.599120
0.605754,0.145510,0.047108,-0.103086,0.121275,0.156391,0.317657,0.768960,-0.122763,0.026762,0.385857,0.190950,-0.211860,-0.276445,-0.173345,-0.589197,0.159663,0.749497,0.541929,0.700329
0.564274,0.199559,0.026184,-0.048802,0.117469,0.114864,0.293175,0.803737,-0.127818,-0.021752,0.364020,0.153119,-0.287374,-0.318340,-0.121148,-0.602962,0.173636,0.678241,0.521433,0.636129
0.543915,0.331057,0.037541,0.032480,0.134323,0.034623,0.287437,0.875230,-0.156783,-0.109920,0.337875,0.110026,-0.418512,-0.326739,-0.024110,-0.648532,0.203798,0.651002,0.465379,0.547665
0.584104,0.205041,0.032578,-0.065992,0.125428,0.124616,0.303777,0.800033,-0.126343,0.001011,0.380070,0.166285,-0.268064,-0.299302,-0.140211,-0.603774,0.165789,0.701477,0.515135,0.651189
0.582726,0.279434,0.042838,-0.007678,0.122308,0.090774,0.322118,0.829911,-0.143160,-0.071205,0.368897,0.149542,-0.362082,-0.319777,-0.074282,-0.624867,0.216912,0.688517,0.458484,0.623955
0.557574,0.397538,0.045654,0.071772,0.121898,-0.000244,0.310964,0.899898,-0.152628,-0.154269,0.343910,0.113280,-0.471071,-0.334973,0.010074,-0.656194,0.245363,0.673409,0.442396,0.534235
0.571809,0.316429,0.025925,0.016135,0.104978,0.045483,0.299084,0.894879,-0.137293,-0.105163,0.359750,0.119911,-0.387461,-0.337207,-0.057076,-0.650869,0.211826,0.687649,0.484374,0.581912
0.566857,0.392844,0.035719,0.056410,0.109237,0.018472,0.309522,0.923241,-0.154206,-0.151702,0.337154,0.104655,-0.464371,-0.344928,0.005981,-0.661899,0.263434,0.667345,0.448009,0.543777
0.562996,0.382817,0.043902,0.060861,0.111088,0.023727,0.306155,0.918943,-0.165745,-0.149149,0.339877,0.097759,-0.460494,-0.336102,0.001566,-0.668397,0.234632,0.673978,0.450800,0.533577
